Name,pslist,pstree,psxview,dlllist,handles,ldrmodules,svcscan,cmdline,Category
physmem48.raw,getmac.exe                                                                                                           powershell.exe                                                                                                   igfxCUIService.exe           ,The parent process is powershell.exe                                                                                                                                                   The child process of powershell.exe is getmac.exe      ,getmac.exe                                                                                                           powershell.exe                                                                                                   igfxCUIService.exe    ,"KERNEL32.dll
OLEAUT32.dll
SHELL32.dll
WINHTTP.dll
ole32.dll",getmac.exe                                                                                                           powershell.exe                                                                                                   igfxCUIService.exe ,"KERNEL32.dll
OLEAUT32.dll
SHELL32.dll
WINHTTP.dll
ole32.dll",No unique services,"igfxCUIService executed the Command line : ""C:\ProgramData\SystemData\igfxCUIService.exe"" ",Fileless
physmem49.raw,System                                                    smss.exe                                            wininit.exe                                         Runtimebroker.exe                     taskhostw.exe                                 winlogon.exe                                    csrss.exe                                            service.exe                                      svchost.exe                                                                              lsass.exe                                              explorer.exe  ,The parent process is System                                                                                                                                             The child process of System is smss.exe                                                                                                                                                                                                                                                                                    The parent process is smss.exe                                                                                                                                                                          The child process of  smss.exe is wininit.exe                                                                                                          The parent process is svchost.exe                                                                                                                                                                         The child process of svchost.exe is RuntimeBroker.exe                                                                              The parent process is svchost.exe                                                                                                                                                                         The child process of svchost.exe is taskhostw.exe                                                                                                              The parent process is smsss.exe                                                                                                                                                                        The child process of smss.exe is winlogon.exe                                                                                                    The parent process is smss.exe                                                                                                                                       The child process of smss.exe is csrss.exe                                                                                                                 The parent process is service.exe                                                                                                                                   The child process of service.exe is svchost.exe                                                                                                                                                                                                            The parent process is wininit.exe                                                                                                                                       The child process of wininit.exe is lsass.exe                                                                                                               The parent process is userinit.exe                                                                                                                                    The child process of userinit.exe is explorer.exe ,System                                                    smss.exe                                            wininit.exe                                         Runtimebroker.exe                     taskhostw.exe                                 winlogon.exe                                    csrss.exe                                            service.exe                                      svchost.exe                                                                                   lsass.exe                                              explorer.exe ,ADVAPI32.dll            KERNEL32.dll                               USER32.dll                              ntdll.dll   ,System                                                    smss.exe                                            wininit.exe                                         Runtimebroker.exe                     taskhostw.exe                                 winlogon.exe                                    csrss.exe                                            service.exe                                      svchost.exe                                                                                   lsass.exe                                              explorer.exe  ,ADVAPI32.dll            KERNEL32.dll                               USER32.dll                              ntdll.dll      ,SamSs                                                Keylso                                                 VaultSvc                                             Eventlog                                                  Task Scheduler,smss.exe executed the Command line :  \SystemRoot\smss.exe                                                                      wininit.exe executed the Command line : wininit.exe                                                                                                 RuntimeBroker executed the Command line : C:\Windows\System32\RuntimeBroker.exe -Embedding                                                                                                                                                                                                         taskhostwexe executed the Command line : taskhostw.exe {222A245B-E637-4AE9-A93F-A59CA119A75E}                                                                                                                                                                                   winlogon.exe executed the Command line : winlogon.exe                                                                                          csrss.exe executed the Command line : %SystemRoot%\system32\csrss.exe ObjectDirectory=\Windows SharedSection=1024                                                                                                             services.exe executed the Command line : C:\Windows\system32\services.exe                                 svchost.exe executed the Command line : C:\Windows\system32\svchost.exe -k DcomLaunch -p                                                                                                                                                                                       lsass.exe executed the Command line : C:\Windows\system32\lsass.exe                                                        explorer.exe executed the Command line : C:\Windows\Explorer.EXE,Benign
physmem50.raw,powershell.exe                                                                                                   igfxCUIService.exe           ,The parent process is  igfxCUIService.exe                                                                                                                                                  The child process of igfxCUIService.exe is powershell.exe      ,powershell.exe                                                                                                   igfxCUIService.exe      ,"KERNEL32.dll
OLEAUT32.dll
SHELL32.dll
WINHTTP.dll
ole32.dll",powershell.exe                                                                                                   igfxCUIService.exe     ,"KERNEL32.dll
OLEAUT32.dll
SHELL32.dll
WINHTTP.dll
ole32.dll",No unique services,"igfxCUIService executed the Command line : ""C:\ProgramData\SystemData\igfxCUIService.exe"" ",Fileless
physmem51.raw,System                                                    smss.exe                                            wininit.exe                                         Runtimebroker.exe                     taskhostw.exe                                 winlogon.exe                                    csrss.exe                                            service.exe                                      svchost.exe                                                                              lsass.exe                                              explorer.exe  ,The parent process is System                                                                                                                                             The child process of System is smss.exe                                                                                                                                                                                                                                                                                    The parent process is smss.exe                                                                                                                                                                          The child process of  smss.exe is wininit.exe                                                                                                          The parent process is svchost.exe                                                                                                                                                                         The child process of svchost.exe is RuntimeBroker.exe                                                                              The parent process is svchost.exe                                                                                                                                                                         The child process of svchost.exe is taskhostw.exe                                                                                                              The parent process is smsss.exe                                                                                                                                                                        The child process of smss.exe is winlogon.exe                                                                                                    The parent process is smss.exe                                                                                                                                       The child process of smss.exe is csrss.exe                                                                                                                 The parent process is service.exe                                                                                                                                   The child process of service.exe is svchost.exe                                                                                                                                                                                                      The parent process is wininit.exe                                                                                                                                       The child process of wininit.exe is lsass.exe                                                                                                               The parent process is userinit.exe                                                                                                                                    The child process of userinit.exe is explorer.exe ,System                                                    smss.exe                                            wininit.exe                                         Runtimebroker.exe                     taskhostw.exe                                 winlogon.exe                                    csrss.exe                                            service.exe                                      svchost.exe                                                                                   lsass.exe                                              explorer.exe ,ADVAPI32.dll            KERNEL32.dll                               USER32.dll                              ntdll.dll   ,System                                                    smss.exe                                            wininit.exe                                         Runtimebroker.exe                     taskhostw.exe                                 winlogon.exe                                    csrss.exe                                            service.exe                                      svchost.exe                                                                                   lsass.exe                                              explorer.exe  ,ADVAPI32.dll            KERNEL32.dll                               USER32.dll                              ntdll.dll      ,SamSs                                                Keylso                                                 VaultSvc                                             Eventlog                                                  Task Scheduler,smss.exe executed the Command line :  \SystemRoot\smss.exe                                                                      wininit.exe executed the Command line : wininit.exe                                                                                                 RuntimeBroker executed the Command line : C:\Windows\System32\RuntimeBroker.exe -Embedding                                                                                                                                                                                                         taskhostwexe executed the Command line : taskhostw.exe {222A245B-E637-4AE9-A93F-A59CA119A75E}                                                                                                                                                                                   winlogon.exe executed the Command line : winlogon.exe                                                                                          csrss.exe executed the Command line : %SystemRoot%\system32\csrss.exe ObjectDirectory=\Windows SharedSection=1024                                                                                                             services.exe executed the Command line : C:\Windows\system32\services.exe                                 svchost.exe executed the Command line : C:\Windows\system32\svchost.exe -k DcomLaunch -p                                                                                                                                                                                       lsass.exe executed the Command line : C:\Windows\system32\lsass.exe                                                        explorer.exe executed the Command line : C:\Windows\Explorer.EXE,Benign
physmem52.raw,unsecapp.exe                                                                                                                                         svchost.exe,The parent process is svchost.exe                                                                                                                                                                The child process of svchost.exe is unsecapp.exe,unsecapp.exe                                                                                                                                         svchost.exe,"KERNEL32.dll
MSIMG32.dll",unsecapp.exe                                                                                                                                         svchost.exe,"KERNEL32.dll
MSIMG32.dll",vssvc.exe,"unsecapp.exe executed the Command line : C:\Windows\system32\wbem\unsecapp.exe -Embedding                                                                                                                                                                                 svchost.exe executed the Command line : C:\Windows\system32\svchost.exe -k wsappx -p -s AppXSvc
svchost.exe executed the Command line : C:\Windows\system32\svchost.exe -k appmodel -p -s camsvc                  ",Fileless
physmem53.raw,System                                                    smss.exe                                            wininit.exe                                         Runtimebroker.exe                     taskhostw.exe                                 winlogon.exe                                    csrss.exe                                            service.exe                                      svchost.exe                                                                            lsass.exe                                              explorer.exe  ,The parent process is System                                                                                                                                             The child process of System is smss.exe                                                                                                                                                                                                                                                                                    The parent process is smss.exe                                                                                                                                                                          The child process of  smss.exe is wininit.exe                                                                                                          The parent process is svchost.exe                                                                                                                                                                         The child process of svchost.exe is RuntimeBroker.exe                                                                              The parent process is svchost.exe                                                                                                                                                                         The child process of svchost.exe is taskhostw.exe                                                                                                              The parent process is smsss.exe                                                                                                                                                                        The child process of smss.exe is winlogon.exe                                                                                                    The parent process is smss.exe                                                                                                                                       The child process of smss.exe is csrss.exe                                                                                                                 The parent process is service.exe                                                                                                                                   The child process of service.exe is svchost.exe                                                                                                                                                                                                          The parent process is wininit.exe                                                                                                                                       The child process of wininit.exe is lsass.exe                                                                                                               The parent process is userinit.exe                                                                                                                                    The child process of userinit.exe is explorer.exe ,System                                                    smss.exe                                            wininit.exe                                         Runtimebroker.exe                     taskhostw.exe                                 winlogon.exe                                    csrss.exe                                            service.exe                                      svchost.exe                                                                                   lsass.exe                                              explorer.exe ,ADVAPI32.dll            KERNEL32.dll                               USER32.dll                              ntdll.dll   ,System                                                    smss.exe                                            wininit.exe                                         Runtimebroker.exe                     taskhostw.exe                                 winlogon.exe                                    csrss.exe                                            service.exe                                      svchost.exe                                                                                   lsass.exe                                              explorer.exe  ,ADVAPI32.dll            KERNEL32.dll                               USER32.dll                              ntdll.dll      ,SamSs                                                Keylso                                                 VaultSvc                                             Eventlog                                                  Task Scheduler,smss.exe executed the Command line :  \SystemRoot\smss.exe                                                                      wininit.exe executed the Command line : wininit.exe                                                                                                 RuntimeBroker executed the Command line : C:\Windows\System32\RuntimeBroker.exe -Embedding                                                                                                                                                                                                         taskhostwexe executed the Command line : taskhostw.exe {222A245B-E637-4AE9-A93F-A59CA119A75E}                                                                                                                                                                                   winlogon.exe executed the Command line : winlogon.exe                                                                                          csrss.exe executed the Command line : %SystemRoot%\system32\csrss.exe ObjectDirectory=\Windows SharedSection=1024                                                                                                             services.exe executed the Command line : C:\Windows\system32\services.exe                                 svchost.exe executed the Command line : C:\Windows\system32\svchost.exe -k DcomLaunch -p                                                                                                                                                                                       lsass.exe executed the Command line : C:\Windows\system32\lsass.exe                                                        explorer.exe executed the Command line : C:\Windows\Explorer.EXE,Benign
physmem54.raw,unsecapp.exe                                                                                                                                         svchost.exe 3e6a72b0f67784 ,The parent process is svchost.exe                                                                                                                                                                The child process of svchost.exe is unsecapp.exe,unsecapp.exe                                                                                                                                         svchost.exe,"KERNEL32.dll
MSIMG32.dll",unsecapp.exe                                                                                                                                         svchost.exe,"KERNEL32.dll
MSIMG32.dll",vssvc.exe,"unsecapp.exe executed the Command line : C:\Windows\system32\wbem\unsecapp.exe -Embedding                                                                                                                                                                                 svchost.exe executed the Command line : C:\Windows\system32\svchost.exe -k wsappx -p -s AppXSvc
svchost.exe executed the Command line : C:\Windows\system32\svchost.exe -k appmodel -p -s camsvc                  ",Fileless
physmem55.raw,System                                                    smss.exe                                            wininit.exe                                         Runtimebroker.exe                     taskhostw.exe                                 winlogon.exe                                    csrss.exe                                            service.exe                                      svchost.exe                                                                               lsass.exe                                              explorer.exe  ,The parent process is System                                                                                                                                             The child process of System is smss.exe                                                                                                                                                                                                                                                                                    The parent process is smss.exe                                                                                                                                                                          The child process of  smss.exe is wininit.exe                                                                                                          The parent process is svchost.exe                                                                                                                                                                         The child process of svchost.exe is RuntimeBroker.exe                                                                              The parent process is svchost.exe                                                                                                                                                                         The child process of svchost.exe is taskhostw.exe                                                                                                              The parent process is smsss.exe                                                                                                                                                                        The child process of smss.exe is winlogon.exe                                                                                                    The parent process is smss.exe                                                                                                                                       The child process of smss.exe is csrss.exe                                                                                                                 The parent process is service.exe                                                                                                                                   The child process of service.exe is svchost.exe                                                                                                                                                                                                               The parent process is wininit.exe                                                                                                                                       The child process of wininit.exe is lsass.exe                                                                                                               The parent process is userinit.exe                                                                                                                                    The child process of userinit.exe is explorer.exe ,System                                                    smss.exe                                            wininit.exe                                         Runtimebroker.exe                     taskhostw.exe                                 winlogon.exe                                    csrss.exe                                            service.exe                                      svchost.exe                                                                                   lsass.exe                                              explorer.exe ,ADVAPI32.dll            KERNEL32.dll                               USER32.dll                              ntdll.dll   ,System                                                    smss.exe                                            wininit.exe                                         Runtimebroker.exe                     taskhostw.exe                                 winlogon.exe                                    csrss.exe                                            service.exe                                      svchost.exe                                                                                   lsass.exe                                              explorer.exe  ,ADVAPI32.dll            KERNEL32.dll                               USER32.dll                              ntdll.dll      ,SamSs                                                Keylso                                                 VaultSvc                                             Eventlog                                                  Task Scheduler,smss.exe executed the Command line :  \SystemRoot\smss.exe                                                                      wininit.exe executed the Command line : wininit.exe                                                                                                 RuntimeBroker executed the Command line : C:\Windows\System32\RuntimeBroker.exe -Embedding                                                                                                                                                                                                         taskhostwexe executed the Command line : taskhostw.exe {222A245B-E637-4AE9-A93F-A59CA119A75E}                                                                                                                                                                                   winlogon.exe executed the Command line : winlogon.exe                                                                                          csrss.exe executed the Command line : %SystemRoot%\system32\csrss.exe ObjectDirectory=\Windows SharedSection=1024                                                                                                             services.exe executed the Command line : C:\Windows\system32\services.exe                                 svchost.exe executed the Command line : C:\Windows\system32\svchost.exe -k DcomLaunch -p                                                                                                                                                                                       lsass.exe executed the Command line : C:\Windows\system32\lsass.exe                                                        explorer.exe executed the Command line : C:\Windows\Explorer.EXE,Benign
physmem56.raw,onenote.exe                              printfilterpipelinesvc.exe        shellexperiencehost.exe         splwow64.exe  ,The parent process is lockbit_3.0_unpacked.exe                                                                                                                         The child process of lockbit_3.0_unpacked.exe is splwow64.exe                                                               The parent process is printfilterpipelinesvc.exe                                                                                               The child process of printfilterpipelinesvc.exe is onenote.exe,splwow64.exe                                                    shellexperiencehost.exe                              onenote.exe                                                                ,No unique dllls,onenote.exe                              printfilterpipelinesvc.exe        shellexperiencehost.exe         splwow64.exe  ,No unique ldrmodules,No unique services,No unique commands run,Fileless
physmem57.raw,System                                                    smss.exe                                            wininit.exe                                         Runtimebroker.exe                     taskhostw.exe                                 winlogon.exe                                    csrss.exe                                            service.exe                                      svchost.exe                                                                               lsass.exe                                              explorer.exe  ,The parent process is System                                                                                                                                             The child process of System is smss.exe                                                                                                                                                                                                                                                                                    The parent process is smss.exe                                                                                                                                                                          The child process of  smss.exe is wininit.exe                                                                                                          The parent process is svchost.exe                                                                                                                                                                         The child process of svchost.exe is RuntimeBroker.exe                                                                              The parent process is svchost.exe                                                                                                                                                                         The child process of svchost.exe is taskhostw.exe                                                                                                              The parent process is smsss.exe                                                                                                                                                                        The child process of smss.exe is winlogon.exe                                                                                                    The parent process is smss.exe                                                                                                                                       The child process of smss.exe is csrss.exe                                                                                                                 The parent process is service.exe                                                                                                                                   The child process of service.exe is svchost.exe                                                                                                                                                                                                               The parent process is wininit.exe                                                                                                                                       The child process of wininit.exe is lsass.exe                                                                                                               The parent process is userinit.exe                                                                                                                                    The child process of userinit.exe is explorer.exe ,System                                                    smss.exe                                            wininit.exe                                         Runtimebroker.exe                     taskhostw.exe                                 winlogon.exe                                    csrss.exe                                            service.exe                                      svchost.exe                                                                                   lsass.exe                                              explorer.exe ,ADVAPI32.dll            KERNEL32.dll                               USER32.dll                              ntdll.dll   ,System                                                    smss.exe                                            wininit.exe                                         Runtimebroker.exe                     taskhostw.exe                                 winlogon.exe                                    csrss.exe                                            service.exe                                      svchost.exe                                                                                   lsass.exe                                              explorer.exe  ,ADVAPI32.dll            KERNEL32.dll                               USER32.dll                              ntdll.dll      ,SamSs                                                Keylso                                                 VaultSvc                                             Eventlog                                                  Task Scheduler,smss.exe executed the Command line :  \SystemRoot\smss.exe                                                                      wininit.exe executed the Command line : wininit.exe                                                                                                 RuntimeBroker executed the Command line : C:\Windows\System32\RuntimeBroker.exe -Embedding                                                                                                                                                                                                         taskhostwexe executed the Command line : taskhostw.exe {222A245B-E637-4AE9-A93F-A59CA119A75E}                                                                                                                                                                                   winlogon.exe executed the Command line : winlogon.exe                                                                                          csrss.exe executed the Command line : %SystemRoot%\system32\csrss.exe ObjectDirectory=\Windows SharedSection=1024                                                                                                             services.exe executed the Command line : C:\Windows\system32\services.exe                                 svchost.exe executed the Command line : C:\Windows\system32\svchost.exe -k DcomLaunch -p                                                                                                                                                                                       lsass.exe executed the Command line : C:\Windows\system32\lsass.exe                                                        explorer.exe executed the Command line : C:\Windows\Explorer.EXE,Benign
physmem58.raw,onenote.exe                              printfilterpipelinesvc.exe        shellexperiencehost.exe         splwow64.exe  ,The parent process is lockbit_3.0_unpacked.exe                                                                                                                         The child process of lockbit_3.0_unpacked.exe is splwow64.exe                                                               The parent process is printfilterpipelinesvc.exe                                                                                               The child process of printfilterpipelinesvc.exe is onenote.exe,splwow64.exe                                                    shellexperiencehost.exe                              onenote.exe       ,No unique dllls,onenote.exe                              printfilterpipelinesvc.exe        shellexperiencehost.exe         splwow64.exe  ,No unique ldrmodules,No unique services,No unique commands run,Fileless
physmem59.raw,System                                                    smss.exe                                            wininit.exe                                         Runtimebroker.exe                     taskhostw.exe                                 winlogon.exe                                    csrss.exe                                            service.exe                                      svchost.exe                                                                               lsass.exe                                              explorer.exe  ,The parent process is System                                                                                                                                             The child process of System is smss.exe                                                                                                                                                                                                                                                                                    The parent process is smss.exe                                                                                                                                                                          The child process of  smss.exe is wininit.exe                                                                                                          The parent process is svchost.exe                                                                                                                                                                         The child process of svchost.exe is RuntimeBroker.exe                                                                              The parent process is svchost.exe                                                                                                                                                                         The child process of svchost.exe is taskhostw.exe                                                                                                              The parent process is smsss.exe                                                                                                                                                                        The child process of smss.exe is winlogon.exe                                                                                                    The parent process is smss.exe                                                                                                                                       The child process of smss.exe is csrss.exe                                                                                                                 The parent process is service.exe                                                                                                                                   The child process of service.exe is svchost.exe                                                                                                                                                                                                               The parent process is wininit.exe                                                                                                                                       The child process of wininit.exe is lsass.exe                                                                                                               The parent process is userinit.exe                                                                                                                                    The child process of userinit.exe is explorer.exe ,System                                                    smss.exe                                            wininit.exe                                         Runtimebroker.exe                     taskhostw.exe                                 winlogon.exe                                    csrss.exe                                            service.exe                                      svchost.exe                                                                                   lsass.exe                                              explorer.exe ,ADVAPI32.dll            KERNEL32.dll                               USER32.dll                              ntdll.dll   ,System                                                    smss.exe                                            wininit.exe                                         Runtimebroker.exe                     taskhostw.exe                                 winlogon.exe                                    csrss.exe                                            service.exe                                      svchost.exe                                                                                   lsass.exe                                              explorer.exe  ,ADVAPI32.dll            KERNEL32.dll                               USER32.dll                              ntdll.dll      ,SamSs                                                Keylso                                                 VaultSvc                                             Eventlog                                                  Task Scheduler,smss.exe executed the Command line :  \SystemRoot\smss.exe                                                                      wininit.exe executed the Command line : wininit.exe                                                                                                 RuntimeBroker executed the Command line : C:\Windows\System32\RuntimeBroker.exe -Embedding                                                                                                                                                                                                         taskhostwexe executed the Command line : taskhostw.exe {222A245B-E637-4AE9-A93F-A59CA119A75E}                                                                                                                                                                                   winlogon.exe executed the Command line : winlogon.exe                                                                                          csrss.exe executed the Command line : %SystemRoot%\system32\csrss.exe ObjectDirectory=\Windows SharedSection=1024                                                                                                             services.exe executed the Command line : C:\Windows\system32\services.exe                                 svchost.exe executed the Command line : C:\Windows\system32\svchost.exe -k DcomLaunch -p                                                                                                                                                                                       lsass.exe executed the Command line : C:\Windows\system32\lsass.exe                                                        explorer.exe executed the Command line : C:\Windows\Explorer.EXE,Benign
